Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
4359,83.98,7204,3,Male,Male-Mid,Stringy Hair,VR,,Mole,,,,,
4360,102.64,5146,3,Male,Male-Dark,Do-rag,Big Shades,Goat,,,,,,
4361,78.86,7801,3,Male,Male-Mid,Mohawk,,Normal Beard Black,,,,,,Earring
4362,109.22,4345,2,Female,Female-Mid,Blonde Bob,Horned Rim Glasses,,,,,,,
4363,141.04,1863,3,Male,Male-Dark,Vampire Hair,Eye Patch,Normal Beard Black,,,,,,
4364,104.47,4940,4,Female,Female-Light,Crazy Hair,Blue Eye Shadow,,,,,Hot Lipstick,,Earring
4365,66.57,9102,2,Female,Female-Mid,Cap,,,,,,Hot Lipstick,,
4366,128.13,2636,2,Female,Female-Mid,Red Mohawk,Blue Eye Shadow,,,,,,,
4367,111.78,4046,2,Female,Female-Light,Tassle Hat,,,,,Pipe,,,
4368,87.95,6751,4,Female,Female-Mid,Headband,Regular Shades,,,,,Black Lipstick,,Earring
4369,92.9,6215,3,Male,Male-Light,Headband,Regular Shades,Muttonchops,,,,,,
4370,97.5,5652,3,Male,Male-Mid,Mohawk Thin,,Shadow Beard,,,,Frown,,
4371,143.72,1709,4,Male,Male-Light,Cap,Horned Rim Glasses,Front Beard Dark,,,,Frown,,
4372,148.12,1525,3,Female,Female-Light,Wild White Hair,Blue Eye Shadow,,,,,Black Lipstick,,
4373,90.09,6557,2,Male,Male-Dark,Fedora,Nerd Glasses,,,,,,,
4374,70.99,8800,2,Female,Female-Dark,Messy Hair,Clown Eyes Green,,,,,,,
4375,94.46,6027,3,Male,Male-Mid,Wild Hair,Horned Rim Glasses,,,,Vape,,,
4376,182.66,755,3,Female,Female-Albino,Pigtails,Clown Eyes Blue,,,,,Hot Lipstick,,
4377,98.17,5570,3,Female,Female-Mid,Crazy Hair,Purple Eye Shadow,,,,,Purple Lipstick,,
4378,108.18,4472,3,Male,Male-Light,Mohawk Dark,VR,Front Beard Dark,,,,,,
4379,108.88,4394,3,Male,Male-Mid,Hoodie,3D Glasses,Shadow Beard,,,,,,
4380,234.31,361,1,Female,Female-Light,Tiara,,,,,,,,
4381,107.48,4573,2,Female,Female-Mid,Clown Hair Green,,,,,,Black Lipstick,,
4382,125.23,2873,3,Female,Female-Light,Cap,,,,Gold Chain,,Purple Lipstick,,
4383,168.25,988,4,Female,Female-Dark,Pink With Hat,Classic Shades,,,,,Hot Lipstick,,Earring
4384,103.34,5067,3,Male,Male-Dark,Do-rag,Horned Rim Glasses,Normal Beard Black,,,,,,
4385,91.05,6447,3,Male,Male-Light,Mohawk,Nerd Glasses,Normal Beard Black,,,,,,
4386,63.22,9370,3,Male,Male-Mid,Frumpy Hair,,Shadow Beard,,,,,,Earring
4387,237.79,344,5,Male,Male-Dark,Headband,Nerd Glasses,Mustache,Rosy Cheeks,,Cigarette,,,
4388,102.93,5111,2,Male,Male-Light,Police Cap,,Normal Beard,,,,,,
4389,83.13,7300,3,Male,Male-Mid,Hoodie,Nerd Glasses,,,,Cigarette,,,
4390,135.63,2158,4,Male,Male-Light,Headband,,Front Beard Dark,,,,,Clown Nose,Earring
4391,77.88,7980,2,Male,Male-Dark,Mohawk Dark,,Mustache,,,,,,
4392,58.44,9811,2,Male,Male-Dark,Frumpy Hair,,,Mole,,,,,
4393,221.31,449,3,Female,Female-Light,Blonde Bob,Welding Goggles,,,,,Black Lipstick,,
4394,117.82,3548,3,Male,Male-Albino,Stringy Hair,VR,Front Beard Dark,,,,,,
4395,77.06,8124,2,Male,Male-Light,Mohawk Thin,,Luxurious Beard,,,,,,
4396,88,6746,3,Female,Female-Dark,Wild Hair,VR,,,,,Hot Lipstick,,
4397,146.3,1595,2,Female,Female-Mid,Pigtails,,,,,,Black Lipstick,,
4398,142.54,1770,3,Female,Female-Dark,Blonde Bob,,,,,Vape,Purple Lipstick,,
4399,111.64,4064,2,Male,Male-Light,Fedora,,Front Beard Dark,,,,,,
4400,93.18,6179,2,Male,Male-Dark,Cap Forward,3D Glasses,,,,,,,
4401,138.22,2020,3,Female,Female-Light,Red Mohawk,Eye Mask,,,,,Purple Lipstick,,
4402,103.95,4986,3,Male,Male-Albino,Peak Spike,,Handlebars,,,,,,Earring
4403,94.55,6012,2,Male,Male-Dark,Cowboy Hat,,,,,,,,Earring
4404,107.3,4591,4,Male,Male-Mid,Frumpy Hair,VR,Shadow Beard,Mole,,,,,
4405,129.95,2496,3,Female,Female-Albino,Wild White Hair,,,,,,Purple Lipstick,,Earring
4406,61.29,9596,2,Female,Female-Light,Stringy Hair,,,Mole,,,,,
4407,76.79,8169,3,Male,Male-Dark,Wild Hair,Big Shades,Shadow Beard,,,,,,
4408,74.17,8512,2,Male,Male-Light,Bandana,3D Glasses,,,,,,,
4409,123.48,3059,3,Male,Male-Light,Mohawk Thin,Classic Shades,,,Silver Chain,,,,
4410,116.42,3683,1,Female,Female-Mid,,Clown Eyes Blue,,,,,,,
4411,97.73,5621,2,Male,Male-Dark,Cap Forward,,,,,,Frown,,
4412,88.72,6688,3,Male,Male-Albino,Mohawk,Eye Mask,,,,,,,Earring
4413,78.31,7898,2,Male,Male-Mid,Crazy Hair,,Mustache,,,,,,
4414,129.33,2549,4,Male,Male-Dark,Headband,Eye Mask,Normal Beard Black,Mole,,,,,
4415,236,356,5,Male,Male-Albino,Mohawk,Eye Patch,Luxurious Beard,,,Pipe,Smile,,
4416,65.1,9199,2,Female,Female-Mid,Mohawk Thin,Classic Shades,,,,,,,
4417,155.86,1291,3,Female,Female-Albino,Blonde Bob,Blue Eye Shadow,,,,,Hot Lipstick,,
4418,165.94,1043,2,Female,Female-Mid,Pink With Hat,Purple Eye Shadow,,,,,,,
4419,77.21,8093,3,Male,Male-Mid,Frumpy Hair,,Muttonchops,,,,,,Earring
4420,139.41,1957,3,Female,Female-Mid,Wild Hair,,,Spots,,,Hot Lipstick,,
4421,78.1,7943,3,Female,Female-Mid,Frumpy Hair,Big Shades,,,,,Black Lipstick,,
4422,92,6330,1,Male,Male-Dark,,,,,,,,,Earring
4423,89.48,6626,3,Female,Female-Mid,Cap,Clown Eyes Blue,,,,,Hot Lipstick,,
4424,221.74,445,5,Female,Female-Albino,Wild White Hair,Clown Eyes Green,,,,Cigarette,Black Lipstick,,Earring
4425,94.56,6009,4,Male,Male-Mid,Peak Spike,Big Shades,Shadow Beard,,,,,,Earring
4426,108.92,4388,4,Male,Male-Light,Bandana,Big Shades,Goat,Mole,,,,,
4427,77.9,7973,2,Male,Male-Mid,Knitted Cap,,Normal Beard Black,,,,,,
4428,131.94,2352,4,Male,Male-Mid,Cap,Classic Shades,,,Gold Chain,,,,Earring
4429,51.87,9942,2,Female,Female-Light,Knitted Cap,,,,,,,,Earring
4430,86.6,6882,2,Female,Female-Albino,Frumpy Hair,Clown Eyes Green,,,,,,,
4431,77.08,8116,3,Male,Male-Mid,Stringy Hair,,Goat,,,,,,Earring
4432,109.79,4268,2,Female,Female-Dark,Blonde Bob,Horned Rim Glasses,,,,,,,
4433,67.23,9070,2,Male,Male-Mid,Frumpy Hair,Clown Eyes Green,,,,,,,
4434,96.06,5818,3,Female,Female-Mid,Wild Hair,Green Eye Shadow,,,,,Black Lipstick,,
4435,230.97,376,5,Male,Male-Mid,Cap,Regular Shades,Front Beard,Mole,Gold Chain,,,,
4436,91.03,6449,3,Male,Male-Mid,Bandana,Regular Shades,Luxurious Beard,,,,,,
4437,107.14,4615,2,Male,Male-Light,Fedora,3D Glasses,,,,,,,
4438,81.36,7495,2,Female,Female-Light,Messy Hair,Green Eye Shadow,,,,,,,
4439,121.2,3284,3,Female,Female-Light,Dark Hair,Clown Eyes Green,,,,Cigarette,,,
4440,98.58,5531,4,Male,Male-Mid,Crazy Hair,Big Shades,,,,Pipe,,,Earring
4441,91.99,6333,2,Male,Male-Light,Hoodie,3D Glasses,,,,,,,
4442,122.86,3114,2,Male,Male-Mid,Cowboy Hat,,Muttonchops,,,,,,
4443,61.34,9592,2,Female,Female-Dark,Bandana,Nerd Glasses,,,,,,,
4444,101.63,5250,3,Male,Male-Dark,Shaved Head,,Normal Beard Black,Mole,,,,,
4445,77.87,7982,2,Male,Male-Light,Peak Spike,Small Shades,,,,,,,
4446,128.08,2640,3,Male,Male-Mid,Cap,,Normal Beard Black,,,,,Clown Nose,
4447,81.82,7443,2,Male,Male-Mid,Cap,,Goat,,,,,,
4448,74.81,8459,3,Male,Male-Dark,Stringy Hair,Nerd Glasses,Shadow Beard,,,,,,
4449,106.51,4688,4,Female,Female-Dark,Knitted Cap,Purple Eye Shadow,,Mole,,,,,Earring
4450,93.43,6147,3,Male,Male-Mid,Do-rag,,,,,,Frown,,Earring
4451,70.45,8850,2,Male,Male-Mid,Do-rag,Horned Rim Glasses,,,,,,,
4452,89.16,6651,3,Male,Male-Dark,Mohawk Dark,VR,Shadow Beard,,,,,,
4453,95.99,5831,2,Female,Female-Light,,Horned Rim Glasses,,,,,Purple Lipstick,,
4454,77.56,8030,2,Male,Male-Light,Mohawk Thin,,Chinstrap,,,,,,
4455,62.94,9409,3,Female,Female-Light,Stringy Hair,,,,,,Purple Lipstick,,Earring
4456,206.46,562,2,Female,Female-Mid,Orange Side,Green Eye Shadow,,,,,,,
4457,131.42,2389,2,Male,Male-Dark,Peak Spike,,,Rosy Cheeks,,,,,
4458,202.58,593,3,Male,Male-Light,Clown Hair Green,,Front Beard,Spots,,,,,
4459,103.77,5015,1,Male,Male-Light,,Nerd Glasses,,,,,,,
4460,80.92,7535,2,Male,Male-Mid,Cap,,Muttonchops,,,,,,
4461,179.11,801,4,Female,Female-Dark,Straight Hair Blonde,Blue Eye Shadow,,Mole,,Pipe,,,
4462,130.31,2465,4,Male,Male-Albino,Do-rag,Big Shades,Front Beard,,,Cigarette,,,
4463,74.4,8497,2,Male,Male-Dark,Mohawk,,,,,Pipe,,,
4464,947.15,32,3,Ape,Ape,Do-rag,Eye Mask,,,,Vape,,,
4465,102.47,5167,4,Female,Female-Mid,Wild Hair,Blue Eye Shadow,,,,,Hot Lipstick,,Earring
4466,63.5,9337,2,Male,Male-Mid,Do-rag,,,,,Cigarette,,,
4467,107.89,4517,3,Female,Female-Dark,Dark Hair,Regular Shades,,,,,,,Earring
4468,189.2,687,3,Female,Female-Mid,Orange Side,Nerd Glasses,,,,,,,Earring
4469,102.39,5173,3,Male,Male-Light,Messy Hair,VR,Normal Beard,,,,,,
4470,82.49,7371,3,Male,Male-Mid,Cap,Horned Rim Glasses,Shadow Beard,,,,,,
4471,58.91,9786,2,Male,Male-Albino,Knitted Cap,,,,,,,,Earring
4472,311,104,2,Zombie,Zombie,Purple Hair,,,,,Cigarette,,,
4473,86.51,6891,2,Male,Male-Albino,Knitted Cap,,,,,Pipe,,,
4474,83.37,7272,2,Male,Male-Light,Cap,,Chinstrap,,,,,,
4475,63.92,9297,2,Male,Male-Dark,Do-rag,,,,,Cigarette,,,
4476,80.9,7538,3,Male,Male-Light,Knitted Cap,,Chinstrap,,,,,,Earring
4477,73.54,8568,2,Male,Male-Dark,Peak Spike,Eye Patch,,,,,,,
4478,133.07,2297,3,Male,Male-Dark,Mohawk Thin,,Muttonchops,,Gold Chain,,,,
4479,95.38,5909,3,Male,Male-Light,Mohawk,Eye Patch,Mustache,,,,,,
4480,79.49,7701,2,Male,Male-Mid,Cap Forward,Eye Patch,,,,,,,
4481,76.37,8248,3,Male,Male-Mid,Wild Hair,Horned Rim Glasses,Shadow Beard,,,,,,
4482,79.68,7676,3,Male,Male-Mid,Mohawk Thin,Eye Patch,Shadow Beard,,,,,,
4483,115.32,3777,4,Male,Male-Mid,Fedora,Horned Rim Glasses,Shadow Beard,,,,,,Earring
4484,79.33,7723,3,Male,Male-Dark,Headband,Regular Shades,Shadow Beard,,,,,,
4485,160.74,1169,3,Female,Female-Mid,Pink With Hat,Horned Rim Glasses,,,,,Black Lipstick,,
4486,62.04,9516,3,Female,Female-Light,Stringy Hair,,,,,,Hot Lipstick,,Earring
4487,83.92,7214,2,Male,Male-Light,Fedora,,,,,Cigarette,,,
4488,97.49,5653,3,Male,Male-Light,Mohawk,,Shadow Beard,,,,Frown,,
4489,51.1,9949,2,Female,Female-Mid,Mohawk Dark,,,,,,,,Earring
4490,67.54,9049,2,Male,Male-Light,Mohawk,Small Shades,,,,,,,
4491,95.43,5904,3,Female,Female-Light,Mohawk,Blue Eye Shadow,,,,,Hot Lipstick,,
4492,132.69,2313,3,Male,Male-Mid,Police Cap,,Normal Beard,,,Pipe,,,
4493,75.35,8383,2,Male,Male-Dark,Stringy Hair,,Goat,,,,,,
4494,121.08,3296,4,Male,Male-Dark,Wild Hair,Nerd Glasses,Shadow Beard,,,,Smile,,
4495,89.14,6661,2,Male,Male-Albino,Messy Hair,,Front Beard,,,,,,
4496,102.77,5130,4,Female,Female-Mid,Mohawk Thin,Blue Eye Shadow,,,,,Hot Lipstick,,Earring
4497,98.35,5552,2,Male,Male-Light,Fedora,Clown Eyes Green,,,,,,,
4498,105.31,4852,2,Male,Male-Light,Police Cap,,Front Beard,,,,,,
4499,74,8532,3,Male,Male-Light,Mohawk Dark,VR,,,,,,,Earring
4500,216.38,480,3,Female,Female-Dark,Dark Hair,Welding Goggles,,,,,Purple Lipstick,,
4501,124.56,2940,2,Male,Male-Light,Cowboy Hat,,Mustache,,,,,,
4502,109.93,4252,2,Female,Female-Dark,Straight Hair Blonde,,,,,,Black Lipstick,,
4503,62.6,9447,2,Male,Male-Mid,Crazy Hair,,Shadow Beard,,,,,,
4504,96.36,5784,3,Female,Female-Mid,Mohawk,Green Eye Shadow,,,,,Black Lipstick,,
4505,124.78,2913,3,Male,Male-Mid,Headband,,,Rosy Cheeks,,,,,Earring
4506,285.48,172,3,Male,Male-Light,Beanie,,Front Beard,,,,,,Earring
4507,93.4,6152,2,Male,Male-Mid,Cap Forward,,Normal Beard Black,,,,,,
4508,104.4,4945,4,Male,Male-Mid,Bandana,Big Shades,Normal Beard Black,,,Cigarette,,,
4509,82.51,7370,2,Male,Male-Light,Cap,,Normal Beard Black,,,,,,
4510,103.46,5054,4,Male,Male-Mid,Mohawk Dark,Eye Patch,Normal Beard Black,,,,,,Earring
4511,98.82,5504,2,Male,Male-Albino,Do-rag,,Mustache,,,,,,
4512,81.91,7430,3,Female,Female-Mid,Bandana,Clown Eyes Green,,,,,Hot Lipstick,,
4513,504.05,54,3,Zombie,Zombie,Beanie,,Luxurious Beard,,,,,,Earring
4514,67.13,9074,2,Female,Female-Dark,Cap,,,,,,Hot Lipstick,,
4515,116.33,3692,2,Female,Female-Light,Clown Hair Green,Clown Eyes Blue,,,,,,,
4516,84.75,7090,2,Female,Female-Light,Knitted Cap,Purple Eye Shadow,,,,,,,
4517,134.2,2239,2,Female,Female-Mid,Wild White Hair,Purple Eye Shadow,,,,,,,
4518,83.71,7236,3,Female,Female-Light,Wild Hair,Clown Eyes Green,,,,,Hot Lipstick,,
4519,90.1,6555,3,Male,Male-Dark,Bandana,Horned Rim Glasses,Goat,,,,,,
4520,133.45,2279,2,Male,Male-Albino,Stringy Hair,,,Spots,,,,,
4521,78.57,7860,3,Male,Male-Dark,Knitted Cap,Regular Shades,Shadow Beard,,,,,,
4522,123.28,3071,2,Male,Male-Dark,Top Hat,Nerd Glasses,,,,,,,
4523,61.29,9597,3,Male,Male-Mid,Messy Hair,Regular Shades,,,,,,,Earring
4524,72.99,8620,2,Male,Male-Albino,Mohawk Dark,Classic Shades,,,,,,,
4525,145.82,1617,4,Female,Female-Dark,Half Shaved,,,,,Pipe,Black Lipstick,,Earring
4526,138.27,2017,3,Male,Male-Dark,Hoodie,,Normal Beard,,,,,Clown Nose,
4527,69.32,8933,2,Male,Male-Light,Bandana,VR,,,,,,,
4528,115.07,3802,3,Male,Male-Mid,Frumpy Hair,,Front Beard,,,,Frown,,
4529,176.31,837,3,Male,Male-Dark,Top Hat,Eye Mask,,,,,Frown,,
4530,84.65,7111,3,Female,Female-Albino,Mohawk,,,,,Cigarette,Hot Lipstick,,
4531,138.74,1992,3,Male,Male-Dark,Purple Hair,Small Shades,Luxurious Beard,,,,,,
4532,80.38,7605,2,Male,Male-Light,Knitted Cap,,,,,Vape,,,
4533,130,2491,3,Male,Male-Dark,Police Cap,VR,Goat,,,,,,
4534,94.26,6053,3,Male,Male-Light,Knitted Cap,Nerd Glasses,Front Beard,,,,,,
4535,154.51,1331,2,Female,Female-Dark,Pink With Hat,Clown Eyes Green,,,,,,,
4536,129.66,2515,3,Female,Female-Mid,Dark Hair,VR,,,,,Purple Lipstick,,
4537,69.29,8935,3,Female,Female-Dark,Cap,,,,,,Hot Lipstick,,Earring
4538,89.05,6667,2,Male,Male-Light,Peak Spike,,Front Beard,,,,,,
4539,57.89,9837,2,Male,Male-Light,Bandana,Big Shades,,,,,,,
4540,71.34,8766,2,Male,Male-Light,Peak Spike,Classic Shades,,,,,,,
4541,65.06,9203,3,Male,Male-Dark,Wild Hair,Eye Patch,,,,,,,Earring
4542,91.27,6419,2,Male,Male-Light,Clown Hair Green,,,,,,,,Earring
4543,77.44,8057,2,Male,Male-Dark,Frumpy Hair,,Luxurious Beard,,,,,,
4544,78.18,7933,2,Male,Male-Light,Crazy Hair,,Normal Beard Black,,,,,,
4545,147.21,1560,3,Female,Female-Dark,Wild White Hair,Purple Eye Shadow,,,,,Hot Lipstick,,
4546,63.45,9346,3,Female,Female-Light,Stringy Hair,,,Mole,,,,,Earring
4547,61.24,9609,3,Female,Female-Light,Bandana,,,,,,Hot Lipstick,,Earring
4548,106.1,4754,2,Female,Female-Mid,Red Mohawk,,,,,,Hot Lipstick,,
4549,127.45,2697,2,Male,Male-Albino,Clown Hair Green,VR,,,,,,,
4550,101.89,5223,4,Male,Male-Light,Headband,Big Shades,Mustache,,,,,,Earring
4551,118.93,3460,3,Male,Male-Mid,Hoodie,VR,Goat,,,,,,
4552,105.92,4772,4,Male,Male-Dark,Headband,Classic Shades,,,,Vape,,,Earring
4553,95.34,5918,3,Male,Male-Mid,Crazy Hair,Classic Shades,Luxurious Beard,,,,,,
4554,141.3,1846,4,Female,Female-Dark,Straight Hair Dark,Regular Shades,,Mole,,,Hot Lipstick,,
4555,75.05,8433,2,Male,Male-Light,Frumpy Hair,,Muttonchops,,,,,,
4556,103.65,5031,3,Male,Male-Light,Mohawk,Clown Eyes Green,,,,,Frown,,
4557,79.08,7769,2,Male,Male-Dark,Headband,,Normal Beard Black,,,,,,
4558,133.55,2273,3,Male,Male-Dark,Cap Forward,,Normal Beard,,,,Smile,,
4559,265.54,243,2,Zombie,Zombie,Stringy Hair,,,,,,,,Earring
4560,125.83,2819,3,Female,Female-Light,Blonde Short,,,Mole,,Cigarette,,,
4561,83.93,7212,2,Male,Male-Mid,Fedora,,,,,Cigarette,,,
4562,88.72,6689,3,Female,Female-Light,Stringy Hair,VR,,,,,Black Lipstick,,
4563,63.91,9299,2,Female,Female-Dark,Knitted Cap,,,Mole,,,,,
4564,56.65,9881,2,Male,Male-Albino,Stringy Hair,,,,,,,,Earring
4565,104.03,4979,3,Male,Male-Light,Hoodie,VR,Shadow Beard,,,,,,
4566,146.68,1580,2,Female,Female-Light,Pink With Hat,Big Shades,,,,,,,
4567,234.99,358,3,Male,Male-Mid,Bandana,,Big Beard,,,,Buck Teeth,,
4568,108.99,4382,2,Female,Female-Dark,Straight Hair Blonde,,,,,,Purple Lipstick,,
4569,84.01,7199,3,Male,Male-Light,Mohawk,Clown Eyes Blue,Shadow Beard,,,,,,
4570,60.72,9655,2,Male,Male-Mid,Wild Hair,Classic Shades,,,,,,,
4571,65.92,9145,2,Female,Female-Dark,Crazy Hair,Big Shades,,,,,,,
4572,170.9,936,4,Male,Male-Mid,Purple Hair,Nerd Glasses,Mustache,,,,Frown,,
4573,71.74,8723,2,Female,Female-Dark,Frumpy Hair,Clown Eyes Blue,,,,,,,
4574,131.8,2362,4,Male,Male-Dark,Crazy Hair,VR,Shadow Beard,,,,Frown,,
4575,167.36,1009,4,Female,Female-Dark,Wild White Hair,Purple Eye Shadow,,Mole,,,Purple Lipstick,,
4576,76.33,8258,3,Male,Male-Mid,Bandana,3D Glasses,,,,,,,Earring
4577,87.72,6773,2,Male,Male-Light,Shaved Head,,Luxurious Beard,,,,,,
4578,81.78,7451,3,Male,Male-Mid,Headband,VR,,,,Cigarette,,,
4579,89.16,6652,1,Female,Female-Albino,Stringy Hair,,,,,,,,
4580,86.62,6879,3,Female,Female-Light,Crazy Hair,Blue Eye Shadow,,,,,,,Earring
4581,188.02,695,3,Male,Male-Mid,Headband,Big Shades,,,,,Buck Teeth,,
4582,100.76,5324,3,Male,Male-Dark,Frumpy Hair,Small Shades,Luxurious Beard,,,,,,
4583,122.77,3127,2,Male,Male-Dark,Top Hat,,,Mole,,,,,
4584,154.89,1321,4,Female,Female-Dark,Straight Hair Dark,Green Eye Shadow,,,,Cigarette,Purple Lipstick,,
4585,122.64,3137,2,Female,Female-Dark,Wild White Hair,Clown Eyes Blue,,,,,,,
4586,65.57,9166,2,Female,Female-Light,Crazy Hair,Big Shades,,,,,,,
4587,93.92,6089,3,Male,Male-Dark,Stringy Hair,Regular Shades,Front Beard,,,,,,
4588,106.03,4759,3,Male,Male-Mid,Crazy Hair,VR,Chinstrap,,,,,,
4589,105.38,4843,3,Male,Male-Light,Hoodie,Nerd Glasses,Muttonchops,,,,,,
4590,216.12,483,5,Male,Male-Dark,Police Cap,Clown Eyes Blue,Muttonchops,,,Pipe,,,Earring
4591,67.35,9061,2,Male,Male-Dark,Cap,,Shadow Beard,,,,,,
4592,94.71,5988,3,Male,Male-Dark,Mohawk Thin,Horned Rim Glasses,Front Beard,,,,,,
4593,124.18,2984,3,Male,Male-Albino,Mohawk Thin,Clown Eyes Green,,,,,,Clown Nose,
4594,114.75,3832,2,Male,Male-Albino,Police Cap,,Mustache,,,,,,
4595,137.91,2033,3,Female,Female-Light,Blonde Bob,,,,,Pipe,Black Lipstick,,
4596,209.7,529,4,Male,Male-Dark,Knitted Cap,,,,Gold Chain,Medical Mask,,Clown Nose,
4597,90.09,6558,3,Female,Female-Dark,Frumpy Hair,VR,,,,,Black Lipstick,,
4598,131.44,2386,3,Female,Female-Mid,Blonde Short,Regular Shades,,,,,Hot Lipstick,,
4599,76.37,8249,3,Male,Male-Mid,Wild Hair,Big Shades,Shadow Beard,,,,,,
4600,70.44,8853,2,Male,Male-Light,Shaved Head,Big Shades,,,,,,,
4601,103.89,4996,3,Male,Male-Dark,Peak Spike,Classic Shades,Normal Beard,,,,,,
4602,121.06,3297,3,Male,Male-Mid,Police Cap,Nerd Glasses,Handlebars,,,,,,
4603,79.06,7772,3,Male,Male-Dark,Cap Forward,Big Shades,,,,,,,Earring
4604,125.4,2853,2,Male,Male-Mid,Top Hat,,Shadow Beard,,,,,,
4605,93.9,6094,3,Male,Male-Mid,Headband,,,,,,,Clown Nose,Earring
4606,109.79,4269,2,Female,Female-Dark,Half Shaved,Big Shades,,,,,,,
4607,124.08,2992,2,Male,Male-Light,Clown Hair Green,,,,,Vape,,,
4608,103.28,5075,2,Male,Male-Albino,Hoodie,,Goat,,,,,,
4609,60.54,9668,2,Male,Male-Mid,Headband,Nerd Glasses,,,,,,,
4610,76.29,8268,3,Male,Male-Light,Stringy Hair,Eye Mask,,,,,,,Earring
4611,163.3,1099,3,Male,Male-Dark,Cowboy Hat,Big Shades,,,,Medical Mask,,,
4612,226.88,397,3,Female,Female-Dark,Pilot Helmet,,,,,,Purple Lipstick,,Earring
4613,71.36,8761,2,Male,Male-Albino,Frumpy Hair,Regular Shades,,,,,,,
4614,71.39,8757,3,Male,Male-Mid,Do-rag,Nerd Glasses,,,,,,,Earring
4615,123.41,3064,3,Female,Female-Dark,Half Shaved,Regular Shades,,,,,Purple Lipstick,,
4616,134.15,2244,3,Female,Female-Mid,Cap,Blue Eye Shadow,,,,,,Clown Nose,
4617,78.32,7894,3,Female,Female-Light,Frumpy Hair,Big Shades,,,,,Black Lipstick,,
4618,73.82,8551,3,Male,Male-Light,Do-rag,Classic Shades,,,,,,,Earring
4619,214.62,496,1,Female,Female-Albino,Orange Side,,,,,,,,
4620,126.6,2758,4,Male,Male-Light,Cap Forward,Big Shades,Muttonchops,Mole,,,,,
4621,115.59,3762,2,Female,Female-Mid,Tassle Hat,Green Eye Shadow,,,,,,,
4622,76.77,8174,3,Female,Female-Light,Messy Hair,Regular Shades,,,,,Purple Lipstick,,
4623,90.34,6529,3,Male,Male-Light,Mohawk,Nerd Glasses,Goat,,,,,,
4624,68.41,9003,2,Female,Female-Mid,Cap,,,,,,Black Lipstick,,
4625,90.25,6541,4,Female,Female-Dark,Cap,Big Shades,,,,,Hot Lipstick,,Earring
4626,63.44,9348,2,Female,Female-Light,Messy Hair,Regular Shades,,,,,,,
4627,206.92,553,2,Female,Female-Dark,Clown Hair Green,Welding Goggles,,,,,,,
4628,112.42,3996,3,Male,Male-Mid,Peak Spike,VR,Muttonchops,,,,,,
4629,111.78,4047,2,Male,Male-Light,Knitted Cap,,Big Beard,,,,,,
4630,89.58,6613,3,Female,Female-Mid,Mohawk,VR,,,,,Black Lipstick,,
4631,115.18,3793,2,Male,Male-Dark,Purple Hair,,Mustache,,,,,,
4632,167.28,1011,4,Male,Male-Dark,Vampire Hair,,Chinstrap,,,,Frown,,Earring
4633,109.94,4250,2,Male,Male-Dark,Stringy Hair,,Big Beard,,,,,,
4634,85.33,7024,2,Female,Female-Dark,Crazy Hair,,,,,Vape,,,
4635,119.17,3435,4,Male,Male-Mid,Cap Forward,Eye Patch,Normal Beard,,,,,,Earring
4636,60.01,9717,2,Male,Male-Light,Frumpy Hair,Regular Shades,,,,,,,
4637,184.65,735,4,Female,Female-Light,Red Mohawk,,,,Silver Chain,Cigarette,Black Lipstick,,
4638,174.8,873,3,Female,Female-Mid,Messy Hair,Welding Goggles,,,,,Black Lipstick,,
4639,161.86,1134,2,Female,Female-Light,Wild White Hair,,,,Silver Chain,,,,
4640,159.25,1195,3,Male,Male-Mid,Top Hat,Nerd Glasses,,,,,Frown,,
4641,138.94,1978,3,Female,Female-Light,Wild Blonde,Purple Eye Shadow,,,,Cigarette,,,
4642,141.01,1866,4,Male,Male-Mid,Fedora,Horned Rim Glasses,Muttonchops,Mole,,,,,
4643,94.52,6015,3,Female,Female-Mid,Mohawk,Green Eye Shadow,,,,,Hot Lipstick,,
4644,166.68,1024,3,Male,Male-Dark,Bandana,,Big Beard,,Gold Chain,,,,
4645,60.97,9633,2,Male,Male-Mid,Frumpy Hair,Classic Shades,,,,,,,
4646,96.71,5736,3,Male,Male-Dark,Police Cap,Small Shades,,,,,,,Earring
4647,166.25,1033,4,Male,Male-Mid,Top Hat,,Front Beard Dark,Mole,,,,,Earring
4648,85.77,6973,2,Male,Male-Mid,Shaved Head,,Muttonchops,,,,,,
4649,89.15,6660,3,Male,Male-Light,Shaved Head,,Normal Beard,,,,,,Earring
4650,81.31,7501,3,Male,Male-Dark,Mohawk Thin,,Front Beard,,,,,,Earring
4651,101.62,5252,3,Male,Male-Dark,Mohawk Thin,,Shadow Beard,,,,Smile,,
4652,84.78,7085,3,Female,Female-Light,Mohawk Thin,Clown Eyes Blue,,,,,Purple Lipstick,,
4653,169.12,965,4,Male,Male-Dark,Hoodie,Horned Rim Glasses,,Spots,,Cigarette,,,
4654,163.92,1087,3,Female,Female-Mid,Pigtails,Eye Patch,,,,,Purple Lipstick,,
4655,113.36,3920,4,Male,Male-Mid,Wild Hair,,Normal Beard,,,Pipe,,,Earring
4656,119.94,3391,2,Female,Female-Mid,Blonde Short,Classic Shades,,,,,,,
